nitrogen,phosphorus,potassium,temp_rec,hum_rec,ph,rainfall,temp_data,hum_data,soil_type,moist
89,60,17,25.38,57.21,5.98,101.7,34.2,73.24,Clayey,20.0
89,60,17,25.38,57.21,5.98,101.7,28.28,43.5,Loamy,35.37
89,60,17,25.38,57.21,5.98,101.7,30.86,67.34,Sandy,54.97
89,60,17,25.38,57.21,5.98,101.7,29.0,49.39,Black,43.1
89,60,17,25.38,57.21,5.98,101.7,31.29,60.71,Black,20.0
89,60,17,25.38,57.21,5.98,101.7,34.48,65.7,Loamy,36.95
89,60,17,25.38,57.21,5.98,101.7,38.8,64.99,Loamy,64.53
89,60,17,25.38,57.21,5.98,101.7,32.47,62.87,Loamy,51.2
89,60,17,25.38,57.21,5.98,101.7,29.99,60.53,Loamy,36.8
89,60,17,25.38,57.21,5.98,101.7,37.21,74.62,Red,54.03
89,60,17,25.38,57.21,5.98,101.7,32.42,61.41,Loamy,50.99
89,60,17,25.38,57.21,5.98,101.7,31.6,59.09,Black,53.55
89,60,17,25.38,57.21,5.98,101.7,28.88,61.25,Red,55.41
89,60,17,25.38,57.21,5.98,101.7,24.05,63.35,Black,53.76
89,60,17,25.38,57.21,5.98,101.7,25.06,57.65,Loamy,23.39
89,60,17,25.38,57.21,5.98,101.7,31.06,59.13,Sandy,25.08
89,60,17,25.38,57.21,5.98,101.7,29.46,52.15,Sandy,55.43
89,60,17,25.38,57.21,5.98,101.7,31.42,63.91,Black,37.37
89,60,17,25.38,57.21,5.98,101.7,37.45,68.76,Clayey,43.94
89,60,17,25.38,57.21,5.98,101.7,31.8,57.24,Loamy,24.0
89,60,17,25.38,57.21,5.98,101.7,34.94,62.17,Clayey,41.64
89,60,17,25.38,57.21,5.98,101.7,38.44,55.47,Red,52.25
89,60,17,25.38,57.21,5.98,101.7,29.12,54.86,Loamy,42.44
89,60,17,25.38,57.21,5.98,101.7,28.32,57.91,Red,50.54
89,60,17,25.38,57.21,5.98,101.7,29.9,68.09,Loamy,59.57
89,60,17,25.38,57.21,5.98,101.7,33.1,74.93,Red,42.35
89,60,17,25.38,57.21,5.98,101.7,39.71,58.79,Red,49.81
89,60,17,25.38,57.21,5.98,101.7,32.71,58.03,Clayey,46.16
89,60,17,25.38,57.21,5.98,101.7,23.11,55.69,Sandy,59.61
89,60,17,25.38,57.21,5.98,101.7,34.63,66.78,Clayey,45.11
89,60,17,25.38,57.21,5.98,101.7,36.42,76.31,Loamy,27.13
89,60,17,25.38,57.21,5.98,101.7,22.18,60.13,Black,31.3
89,60,17,25.38,57.21,5.98,101.7,22.64,48.24,Sandy,38.55
89,60,17,25.38,57.21,5.98,101.7,33.62,72.93,Red,27.1
89,60,17,25.38,57.21,5.98,101.7,40.0,63.42,Clayey,58.35
89,60,17,25.38,57.21,5.98,101.7,34.31,57.72,Sandy,46.52
89,60,17,25.38,57.21,5.98,101.7,34.96,55.78,Loamy,24.64
89,60,17,25.38,57.21,5.98,101.7,32.76,64.78,Loamy,54.27
89,60,17,25.38,57.21,5.98,101.7,28.03,64.04,Loamy,30.17
89,60,17,25.38,57.21,5.98,101.7,28.88,54.81,Loamy,33.23
89,60,17,25.38,57.21,5.98,101.7,24.9,48.01,Black,55.16
89,60,17,25.38,57.21,5.98,101.7,24.07,66.32,Clayey,34.51
89,60,17,25.38,57.21,5.98,101.7,31.78,74.98,Sandy,58.44
89,60,17,25.38,57.21,5.98,101.7,28.38,67.05,Loamy,48.86
89,60,17,25.38,57.21,5.98,101.7,31.48,53.13,Loamy,56.5
89,60,17,25.38,57.21,5.98,101.7,31.79,64.7,Clayey,58.61
89,60,17,25.38,57.21,5.98,101.7,33.04,65.19,Sandy,50.69
89,60,17,25.38,57.21,5.98,101.7,28.63,51.26,Loamy,41.71
89,60,17,25.38,57.21,5.98,101.7,27.37,53.95,Red,42.58
89,60,17,25.38,57.21,5.98,101.7,29.68,66.64,Clayey,52.87
89,60,17,25.38,57.21,5.98,101.7,36.1,63.8,Red,38.39
89,60,17,25.38,57.21,5.98,101.7,33.02,55.73,Sandy,60.55
89,60,17,25.38,57.21,5.98,101.7,32.83,63.93,Sandy,34.94
89,60,17,25.38,57.21,5.98,101.7,32.33,55.31,Sandy,47.97
89,60,17,25.38,57.21,5.98,101.7,30.43,50.53,Black,39.32
89,60,17,25.38,57.21,5.98,101.7,30.17,60.47,Clayey,32.13
89,60,17,25.38,57.21,5.98,101.7,25.82,44.19,Clayey,69.01
89,60,17,25.38,57.21,5.98,101.7,27.03,52.2,Clayey,44.35
89,60,17,25.38,57.21,5.98,101.7,23.5,49.68,Black,31.29
89,60,17,25.38,57.21,5.98,101.7,30.17,53.45,Black,51.01
89,60,17,25.38,57.21,5.98,101.7,32.53,58.37,Sandy,39.02
89,60,17,25.38,57.21,5.98,101.7,25.87,44.22,Red,38.29
89,60,17,25.38,57.21,5.98,101.7,33.79,68.09,Sandy,43.83
89,60,17,25.38,57.21,5.98,101.7,30.72,52.17,Clayey,46.14
89,60,17,25.38,57.21,5.98,101.7,25.29,58.68,Clayey,47.03
89,60,17,25.38,57.21,5.98,101.7,30.5,52.65,Red,63.66
89,60,17,25.38,57.21,5.98,101.7,22.28,40.57,Black,65.74
89,60,17,25.38,57.21,5.98,101.7,27.63,45.29,Sandy,45.88
89,60,17,25.38,57.21,5.98,101.7,35.36,60.71,Sandy,43.64
89,60,17,25.38,57.21,5.98,101.7,31.26,53.46,Sandy,60.24
89,60,17,25.38,57.21,5.98,101.7,30.17,61.17,Black,53.11
89,60,17,25.38,57.21,5.98,101.7,31.02,66.2,Clayey,60.1
89,60,17,25.38,57.21,5.98,101.7,35.16,53.95,Loamy,31.14
89,60,17,25.38,57.21,5.98,101.7,24.2,49.32,Sandy,38.13
89,60,17,25.38,57.21,5.98,101.7,30.33,66.06,Red,44.53
89,60,17,25.38,57.21,5.98,101.7,33.42,61.58,Sandy,56.87
89,60,17,25.38,57.21,5.98,101.7,30.44,56.94,Loamy,36.23
89,60,17,25.38,57.21,5.98,101.7,36.41,65.44,Red,34.56
89,60,17,25.38,57.21,5.98,101.7,24.11,43.34,Loamy,38.58
89,60,17,25.38,57.21,5.98,101.7,27.1,57.17,Red,39.17
89,60,17,25.38,57.21,5.98,101.7,34.2,66.08,Loamy,42.67
89,60,17,25.38,57.21,5.98,101.7,29.82,52.4,Sandy,40.42
89,60,17,25.38,57.21,5.98,101.7,37.64,61.51,Loamy,27.73
89,60,17,25.38,57.21,5.98,101.7,28.62,51.19,Clayey,33.7
89,60,17,25.38,57.21,5.98,101.7,33.45,58.88,Red,44.67
89,60,17,25.38,57.21,5.98,101.7,27.4,59.45,Loamy,64.61
89,60,17,25.38,57.21,5.98,101.7,31.83,65.84,Sandy,45.46
89,60,17,25.38,57.21,5.98,101.7,34.54,66.58,Sandy,57.85
89,60,17,25.38,57.21,5.98,101.7,34.53,58.81,Clayey,26.06
89,60,17,25.38,57.21,5.98,101.7,30.99,56.13,Black,38.39
89,60,17,25.38,57.21,5.98,101.7,31.52,61.75,Black,49.9
89,60,17,25.38,57.21,5.98,101.7,25.05,44.34,Sandy,25.92
89,60,17,25.38,57.21,5.98,101.7,29.0,66.29,Loamy,61.94
89,60,17,25.38,57.21,5.98,101.7,30.1,62.4,Loamy,52.64
89,60,17,25.38,57.21,5.98,101.7,21.26,57.97,Clayey,22.22
89,60,17,25.38,57.21,5.98,101.7,32.4,60.04,Sandy,70.0
89,60,17,25.38,57.21,5.98,101.7,33.23,54.63,Red,32.08
89,60,17,25.38,57.21,5.98,101.7,30.1,76.55,Black,35.94
89,60,17,25.38,57.21,5.98,101.7,36.23,62.8,Clayey,42.68
89,60,17,25.38,57.21,5.98,101.7,36.61,59.51,Black,61.5
89,60,17,25.38,57.21,5.98,101.7,27.83,53.18,Clayey,51.26
89,60,17,25.38,57.21,5.98,101.7,26.04,57.17,Black,58.73
89,60,17,25.38,57.21,5.98,101.7,25.84,48.25,Black,28.97
89,60,17,25.38,57.21,5.98,101.7,34.34,64.59,Sandy,64.54
89,60,17,25.38,57.21,5.98,101.7,31.72,46.57,Black,33.12
89,60,17,25.38,57.21,5.98,101.7,28.46,47.43,Loamy,43.66
89,60,17,25.38,57.21,5.98,101.7,27.47,50.13,Loamy,43.95
89,60,17,25.38,57.21,5.98,101.7,33.41,51.2,Red,45.61
89,60,17,25.38,57.21,5.98,101.7,28.74,45.6,Black,40.97
89,60,17,25.38,57.21,5.98,101.7,30.44,73.8,Loamy,29.62
89,60,17,25.38,57.21,5.98,101.7,30.15,60.11,Red,44.88
89,60,17,25.38,57.21,5.98,101.7,29.16,60.54,Black,23.72
89,60,17,25.38,57.21,5.98,101.7,30.11,59.1,Black,51.32
89,60,17,25.38,57.21,5.98,101.7,22.92,45.66,Clayey,20.23
89,60,17,25.38,57.21,5.98,101.7,22.5,42.27,Clayey,32.46
89,60,17,25.38,57.21,5.98,101.7,24.83,53.1,Red,42.24
89,60,17,25.38,57.21,5.98,101.7,33.46,60.05,Red,38.08
89,60,17,25.38,57.21,5.98,101.7,38.74,57.13,Clayey,29.33
89,60,17,25.38,57.21,5.98,101.7,30.2,54.14,Black,39.71
89,60,17,25.38,57.21,5.98,101.7,35.21,61.64,Sandy,45.77
89,60,17,25.38,57.21,5.98,101.7,29.68,59.53,Loamy,42.04
89,60,17,25.38,57.21,5.98,101.7,24.37,52.52,Sandy,35.28
89,60,17,25.38,57.21,5.98,101.7,28.27,53.31,Clayey,44.56
89,60,17,25.38,57.21,5.98,101.7,28.84,67.18,Sandy,30.09
89,60,17,25.38,57.21,5.98,101.7,21.54,44.06,Loamy,29.56
89,60,17,25.38,57.21,5.98,101.7,23.2,50.07,Red,39.24
89,60,17,25.38,57.21,5.98,101.7,33.0,70.78,Black,53.38
89,60,17,25.38,57.21,5.98,101.7,29.27,44.77,Sandy,37.58
89,60,17,25.38,57.21,5.98,101.7,33.73,70.72,Red,33.03
89,60,17,25.38,57.21,5.98,101.7,39.43,54.27,Sandy,49.34
89,60,17,25.38,57.21,5.98,101.7,27.98,60.54,Sandy,46.23
89,60,17,25.38,57.21,5.98,101.7,34.43,53.83,Clayey,67.15
89,60,17,25.38,57.21,5.98,101.7,32.02,55.71,Clayey,67.83
89,60,17,25.38,57.21,5.98,101.7,26.43,46.63,Sandy,42.08
89,60,17,25.38,57.21,5.98,101.7,39.12,70.65,Clayey,46.22
89,60,17,25.38,57.21,5.98,101.7,31.58,72.67,Clayey,27.01
89,60,17,25.38,57.21,5.98,101.7,39.52,68.5,Red,46.86
89,60,17,25.38,57.21,5.98,101.7,21.81,44.3,Loamy,53.45
89,60,17,25.38,57.21,5.98,101.7,36.54,59.79,Sandy,31.06
89,60,17,25.38,57.21,5.98,101.7,28.02,48.4,Sandy,57.89
89,60,17,25.38,57.21,5.98,101.7,23.7,61.92,Clayey,38.39
89,60,17,25.38,57.21,5.98,101.7,33.33,67.32,Red,54.05
89,60,17,25.38,57.21,5.98,101.7,31.16,52.39,Loamy,22.68
89,60,17,25.38,57.21,5.98,101.7,28.54,52.41,Sandy,56.61
89,60,17,25.38,57.21,5.98,101.7,32.95,64.98,Clayey,33.74
89,60,17,25.38,57.21,5.98,101.7,26.67,56.31,Red,37.51
89,60,17,25.38,57.21,5.98,101.7,38.94,75.61,Clayey,49.89
89,60,17,25.38,57.21,5.98,101.7,32.02,63.85,Red,28.71
89,60,17,25.38,57.21,5.98,101.7,28.93,70.5,Black,64.49
89,60,17,25.38,57.21,5.98,101.7,38.84,61.78,Loamy,60.96
89,60,17,25.38,57.21,5.98,101.7,39.13,73.24,Loamy,41.33
89,60,17,25.38,57.21,5.98,101.7,25.99,51.27,Loamy,38.05
89,60,17,25.38,57.21,5.98,101.7,26.12,56.29,Loamy,67.0
89,60,17,25.38,57.21,5.98,101.7,32.26,54.9,Sandy,62.24
89,60,17,25.38,57.21,5.98,101.7,32.67,56.77,Clayey,40.22
89,60,17,25.38,57.21,5.98,101.7,25.64,55.98,Red,37.32
89,60,17,25.38,57.21,5.98,101.7,21.73,48.03,Sandy,43.37
89,60,17,25.38,57.21,5.98,101.7,33.97,49.49,Clayey,35.62
89,60,17,25.38,57.21,5.98,101.7,26.51,50.62,Sandy,55.85
89,60,17,25.38,57.21,5.98,101.7,33.99,56.59,Sandy,20.08
89,60,17,25.38,57.21,5.98,101.7,27.56,50.27,Black,33.38
89,60,17,25.38,57.21,5.98,101.7,38.72,62.6,Clayey,32.93
89,60,17,25.38,57.21,5.98,101.7,34.59,63.22,Clayey,42.17
89,60,17,25.38,57.21,5.98,101.7,32.02,56.24,Red,36.81
89,60,17,25.38,57.21,5.98,101.7,31.36,59.58,Sandy,69.23
89,60,17,25.38,57.21,5.98,101.7,33.55,59.39,Clayey,30.38
89,60,17,25.38,57.21,5.98,101.7,32.2,53.44,Sandy,28.81
89,60,17,25.38,57.21,5.98,101.7,27.03,63.04,Sandy,37.86
89,60,17,25.38,57.21,5.98,101.7,29.81,61.85,Clayey,63.84
89,60,17,25.38,57.21,5.98,101.7,30.96,49.06,Red,48.58
89,60,17,25.38,57.21,5.98,101.7,31.56,58.38,Red,47.62
89,60,17,25.38,57.21,5.98,101.7,29.88,57.23,Red,30.93
89,60,17,25.38,57.21,5.98,101.7,20.28,44.28,Black,64.04
89,60,17,25.38,57.21,5.98,101.7,26.64,60.11,Loamy,29.46
89,60,17,25.38,57.21,5.98,101.7,25.4,49.86,Black,56.53
89,60,17,25.38,57.21,5.98,101.7,26.97,51.74,Red,34.74
89,60,17,25.38,57.21,5.98,101.7,33.95,50.1,Clayey,43.41
89,60,17,25.38,57.21,5.98,101.7,30.35,64.59,Loamy,65.36
89,60,17,25.38,57.21,5.98,101.7,32.08,71.52,Black,31.79
89,60,17,25.38,57.21,5.98,101.7,26.85,59.85,Red,50.57
89,60,17,25.38,57.21,5.98,101.7,37.57,63.17,Loamy,70.0
89,60,17,25.38,57.21,5.98,101.7,31.99,47.84,Black,39.57
89,60,17,25.38,57.21,5.98,101.7,27.33,52.91,Loamy,29.81
89,60,17,25.38,57.21,5.98,101.7,32.58,58.58,Loamy,34.16
89,60,17,25.38,57.21,5.98,101.7,30.81,63.77,Red,70.0
89,60,17,25.38,57.21,5.98,101.7,27.38,53.83,Red,55.09
89,60,17,25.38,57.21,5.98,101.7,22.54,58.92,Red,51.76
89,60,17,25.38,57.21,5.98,101.7,25.05,49.33,Loamy,48.69
89,60,17,25.38,57.21,5.98,101.7,30.71,56.3,Black,70.0
89,60,17,25.38,57.21,5.98,101.7,39.26,60.36,Loamy,29.14
89,60,17,25.38,57.21,5.98,101.7,33.83,56.31,Sandy,25.41
89,60,17,25.38,57.21,5.98,101.7,25.24,46.57,Loamy,36.23
89,60,17,25.38,57.21,5.98,101.7,34.18,58.31,Sandy,46.39
89,60,17,25.38,57.21,5.98,101.7,39.42,76.38,Black,57.33
89,60,17,25.38,57.21,5.98,101.7,32.52,57.58,Clayey,57.94
89,60,17,25.38,57.21,5.98,101.7,37.81,73.97,Black,40.95
89,60,17,25.38,57.21,5.98,101.7,35.69,58.61,Red,58.14
89,60,17,25.38,57.21,5.98,101.7,25.64,56.54,Red,49.67
89,60,17,25.38,57.21,5.98,101.7,23.98,48.21,Black,35.49
89,60,17,25.38,57.21,5.98,101.7,34.33,69.34,Loamy,32.53
89,60,17,25.38,57.21,5.98,101.7,30.88,66.31,Clayey,38.96
89,60,17,25.38,57.21,5.98,101.7,26.59,52.55,Sandy,41.35
89,60,17,25.38,57.21,5.98,101.7,32.8,46.19,Red,20.0
89,60,17,25.38,57.21,5.98,101.7,28.67,61.38,Black,48.54
89,60,17,25.38,57.21,5.98,101.7,22.28,43.79,Clayey,63.73
89,60,17,25.38,57.21,5.98,101.7,27.73,61.49,Clayey,20.0
89,60,17,25.38,57.21,5.98,101.7,25.45,45.61,Clayey,41.12
89,60,17,25.38,57.21,5.98,101.7,26.14,57.83,Sandy,37.34
89,60,17,25.38,57.21,5.98,101.7,34.08,62.7,Black,32.05
89,60,17,25.38,57.21,5.98,101.7,25.74,52.83,Red,35.38
89,60,17,25.38,57.21,5.98,101.7,40.0,63.46,Red,40.95
89,60,17,25.38,57.21,5.98,101.7,30.4,44.22,Loamy,31.39
89,60,17,25.38,57.21,5.98,101.7,29.16,51.64,Clayey,30.31
89,60,17,25.38,57.21,5.98,101.7,32.97,44.31,Red,46.49
89,60,17,25.38,57.21,5.98,101.7,37.11,61.41,Sandy,60.83
89,60,17,25.38,57.21,5.98,101.7,28.94,58.91,Clayey,26.54
89,60,17,25.38,57.21,5.98,101.7,25.12,58.53,Sandy,38.28
89,60,17,25.38,57.21,5.98,101.7,39.16,66.36,Clayey,55.82
89,60,17,25.38,57.21,5.98,101.7,32.33,57.56,Red,43.39
89,60,17,25.38,57.21,5.98,101.7,27.97,47.42,Clayey,60.83
89,60,17,25.38,57.21,5.98,101.7,38.35,71.0,Clayey,65.66
89,60,17,25.38,57.21,5.98,101.7,33.14,50.91,Red,52.07
89,60,17,25.38,57.21,5.98,101.7,31.52,62.74,Sandy,54.75
89,60,17,25.38,57.21,5.98,101.7,36.07,68.41,Clayey,54.45
89,60,17,25.38,57.21,5.98,101.7,28.23,66.99,Red,61.65
89,60,17,25.38,57.21,5.98,101.7,30.27,58.16,Red,31.73
89,60,17,25.38,57.21,5.98,101.7,26.87,55.79,Clayey,38.33
89,60,17,25.38,57.21,5.98,101.7,38.22,70.16,Clayey,57.22
89,60,17,25.38,57.21,5.98,101.7,36.38,70.01,Loamy,60.43
89,60,17,25.38,57.21,5.98,101.7,27.21,57.02,Red,67.38
89,60,17,25.38,57.21,5.98,101.7,26.62,52.74,Red,33.14
89,60,17,25.38,57.21,5.98,101.7,30.2,51.36,Loamy,29.87
89,60,17,25.38,57.21,5.98,101.7,25.77,47.79,Sandy,44.15
89,60,17,25.38,57.21,5.98,101.7,26.57,60.41,Red,53.33
89,60,17,25.38,57.21,5.98,101.7,26.17,55.85,Loamy,65.64
89,60,17,25.38,57.21,5.98,101.7,22.8,50.13,Sandy,24.57
89,60,17,25.38,57.21,5.98,101.7,30.23,51.35,Black,46.67
89,60,17,25.38,57.21,5.98,101.7,23.91,44.08,Red,34.26
89,60,17,25.38,57.21,5.98,101.7,28.04,63.25,Black,67.45
89,60,17,25.38,57.21,5.98,101.7,20.25,57.16,Sandy,58.47
89,60,17,25.38,57.21,5.98,101.7,22.94,62.54,Sandy,60.3
89,60,17,25.38,57.21,5.98,101.7,31.0,66.62,Black,40.41
89,60,17,25.38,57.21,5.98,101.7,29.03,60.03,Loamy,35.31
89,60,17,25.38,57.21,5.98,101.7,31.23,44.6,Red,25.08
89,60,17,25.38,57.21,5.98,101.7,26.34,51.73,Red,64.26
89,60,17,25.38,57.21,5.98,101.7,36.97,62.88,Clayey,35.83
89,60,17,25.38,57.21,5.98,101.7,37.09,64.38,Black,48.85
89,60,17,25.38,57.21,5.98,101.7,38.93,73.79,Red,39.95
89,60,17,25.38,57.21,5.98,101.7,35.21,54.52,Sandy,33.97
89,60,17,25.38,57.21,5.98,101.7,40.0,61.0,Red,41.55
89,60,17,25.38,57.21,5.98,101.7,37.04,63.65,Clayey,37.66
89,60,17,25.38,57.21,5.98,101.7,27.95,53.87,Clayey,46.04
89,60,17,25.38,57.21,5.98,101.7,39.18,73.57,Red,58.33
89,60,17,25.38,57.21,5.98,101.7,27.3,49.58,Clayey,30.5
89,60,17,25.38,57.21,5.98,101.7,32.94,51.34,Clayey,51.7
89,60,17,25.38,57.21,5.98,101.7,28.46,63.35,Sandy,51.28
89,60,17,25.38,57.21,5.98,101.7,28.77,60.04,Red,35.99
89,60,17,25.38,57.21,5.98,101.7,32.92,58.25,Clayey,66.52
89,60,17,25.38,57.21,5.98,101.7,37.61,60.04,Red,49.05
89,60,17,25.38,57.21,5.98,101.7,29.88,58.26,Red,34.56
89,60,17,25.38,57.21,5.98,101.7,31.42,61.64,Red,53.25
89,60,17,25.38,57.21,5.98,101.7,29.19,57.91,Black,29.68
89,60,17,25.38,57.21,5.98,101.7,26.53,50.82,Black,58.73
89,60,17,25.38,57.21,5.98,101.7,34.81,72.24,Red,37.11
89,60,17,25.38,57.21,5.98,101.7,23.17,50.72,Red,53.22
89,60,17,25.38,57.21,5.98,101.7,29.27,66.78,Loamy,50.96
89,60,17,25.38,57.21,5.98,101.7,34.42,59.76,Loamy,42.39
89,60,17,25.38,57.21,5.98,101.7,29.62,68.68,Clayey,36.49
89,60,17,25.38,57.21,5.98,101.7,36.18,59.14,Red,62.07
89,60,17,25.38,57.21,5.98,101.7,31.74,63.6,Red,38.22
89,60,17,25.38,57.21,5.98,101.7,25.58,56.58,Sandy,54.54
89,60,17,25.38,57.21,5.98,101.7,28.7,50.97,Loamy,22.32
89,60,17,25.38,57.21,5.98,101.7,28.04,57.31,Clayey,37.69
89,60,17,25.38,57.21,5.98,101.7,25.63,43.51,Loamy,39.59
89,60,17,25.38,57.21,5.98,101.7,23.28,56.67,Clayey,68.46
89,60,17,25.38,57.21,5.98,101.7,32.86,67.54,Clayey,58.78
89,60,17,25.38,57.21,5.98,101.7,27.29,59.32,Clayey,68.93
89,60,17,25.38,57.21,5.98,101.7,22.06,52.67,Clayey,39.56
89,60,17,25.38,57.21,5.98,101.7,30.95,58.67,Black,49.62
89,60,17,25.38,57.21,5.98,101.7,31.23,56.4,Black,57.12
89,60,17,25.38,57.21,5.98,101.7,29.55,69.77,Black,43.55
89,60,17,25.38,57.21,5.98,101.7,36.28,59.06,Black,26.66
89,60,17,25.38,57.21,5.98,101.7,28.77,46.44,Sandy,53.68
89,60,17,25.38,57.21,5.98,101.7,27.5,46.3,Sandy,38.5
89,60,17,25.38,57.21,5.98,101.7,24.05,46.54,Black,42.61
69,51,23,22.22,72.85,6.8,106.62,26.0,52.0,Sandy,38.0
69,51,23,22.22,72.85,6.8,106.62,31.0,62.0,Sandy,48.0
69,51,23,22.22,72.85,6.8,106.62,26.0,52.0,Sandy,44.0
69,51,23,22.22,72.85,6.8,106.62,33.0,64.0,Sandy,51.0
69,51,23,22.22,72.85,6.8,106.62,30.0,60.0,Sandy,47.0
69,51,23,22.22,72.85,6.8,106.62,28.0,54.0,Sandy,25.0
69,51,23,22.22,72.85,6.8,106.62,30.63,61.45,Black,23.18
69,51,23,22.22,72.85,6.8,106.62,29.04,71.09,Sandy,21.12
69,51,23,22.22,72.85,6.8,106.62,25.83,51.1,Sandy,59.57
69,51,23,22.22,72.85,6.8,106.62,25.4,43.57,Red,38.51
69,51,23,22.22,72.85,6.8,106.62,31.03,69.0,Loamy,49.46
69,51,23,22.22,72.85,6.8,106.62,31.78,44.27,Loamy,45.07
69,51,23,22.22,72.85,6.8,106.62,21.78,55.6,Loamy,33.66
69,51,23,22.22,72.85,6.8,106.62,38.4,67.88,Clayey,62.06
69,51,23,22.22,72.85,6.8,106.62,26.75,58.1,Clayey,39.27
69,51,23,22.22,72.85,6.8,106.62,22.59,45.7,Black,33.13
69,51,23,22.22,72.85,6.8,106.62,36.5,65.85,Loamy,42.33
69,51,23,22.22,72.85,6.8,106.62,35.13,65.69,Black,37.76
69,51,23,22.22,72.85,6.8,106.62,30.06,53.68,Sandy,70.0
69,51,23,22.22,72.85,6.8,106.62,25.93,54.07,Loamy,23.84
69,51,23,22.22,72.85,6.8,106.62,26.47,55.37,Sandy,59.34
69,51,23,22.22,72.85,6.8,106.62,36.92,69.78,Clayey,32.64
69,51,23,22.22,72.85,6.8,106.62,32.22,56.29,Black,48.76
69,51,23,22.22,72.85,6.8,106.62,34.51,54.79,Loamy,54.12
69,51,23,22.22,72.85,6.8,106.62,31.75,46.82,Red,37.35
69,51,23,22.22,72.85,6.8,106.62,25.09,54.56,Red,34.08
69,51,23,22.22,72.85,6.8,106.62,31.38,67.84,Loamy,59.74
69,51,23,22.22,72.85,6.8,106.62,29.08,54.19,Clayey,61.72
69,51,23,22.22,72.85,6.8,106.62,31.96,49.13,Loamy,52.38
69,51,23,22.22,72.85,6.8,106.62,34.99,65.23,Clayey,27.62
69,51,23,22.22,72.85,6.8,106.62,37.33,67.17,Loamy,37.59
69,51,23,22.22,72.85,6.8,106.62,33.95,61.0,Clayey,45.29
69,51,23,22.22,72.85,6.8,106.62,33.25,69.66,Sandy,51.62
69,51,23,22.22,72.85,6.8,106.62,32.64,77.53,Clayey,39.18
69,51,23,22.22,72.85,6.8,106.62,31.97,57.04,Loamy,39.26
69,51,23,22.22,72.85,6.8,106.62,37.04,68.38,Red,51.4
69,51,23,22.22,72.85,6.8,106.62,21.93,44.5,Red,63.49
69,51,23,22.22,72.85,6.8,106.62,33.53,60.05,Red,37.18
69,51,23,22.22,72.85,6.8,106.62,31.33,52.44,Black,48.45
69,51,23,22.22,72.85,6.8,106.62,32.64,71.49,Black,45.45
69,51,23,22.22,72.85,6.8,106.62,35.8,55.37,Clayey,57.55
69,51,23,22.22,72.85,6.8,106.62,29.38,54.47,Sandy,52.56
69,51,23,22.22,72.85,6.8,106.62,34.63,63.8,Black,24.01
69,51,23,22.22,72.85,6.8,106.62,30.09,54.43,Red,60.02
69,51,23,22.22,72.85,6.8,106.62,38.38,65.51,Black,46.26
69,51,23,22.22,72.85,6.8,106.62,30.37,74.96,Sandy,45.96
69,51,23,22.22,72.85,6.8,106.62,36.58,61.79,Loamy,40.55
69,51,23,22.22,72.85,6.8,106.62,25.6,52.6,Red,54.46
69,51,23,22.22,72.85,6.8,106.62,37.38,70.59,Sandy,66.29
69,51,23,22.22,72.85,6.8,106.62,25.23,48.23,Black,21.3
69,51,23,22.22,72.85,6.8,106.62,31.18,72.57,Loamy,46.74
69,51,23,22.22,72.85,6.8,106.62,37.65,60.86,Black,24.45
69,51,23,22.22,72.85,6.8,106.62,31.22,74.54,Sandy,61.36
69,51,23,22.22,72.85,6.8,106.62,38.75,58.17,Loamy,52.93
69,51,23,22.22,72.85,6.8,106.62,40.0,63.37,Sandy,45.26
69,51,23,22.22,72.85,6.8,106.62,35.79,55.43,Black,70.0
69,51,23,22.22,72.85,6.8,106.62,38.68,77.89,Loamy,35.76
69,51,23,22.22,72.85,6.8,106.62,24.23,54.91,Loamy,32.3
69,51,23,22.22,72.85,6.8,106.62,25.49,58.9,Sandy,27.75
69,51,23,22.22,72.85,6.8,106.62,29.54,46.05,Clayey,47.43
69,51,23,22.22,72.85,6.8,106.62,29.6,65.96,Sandy,27.64
69,51,23,22.22,72.85,6.8,106.62,29.25,53.85,Red,33.95
69,51,23,22.22,72.85,6.8,106.62,22.81,48.89,Loamy,28.47
69,51,23,22.22,72.85,6.8,106.62,38.07,62.7,Red,66.49
69,51,23,22.22,72.85,6.8,106.62,37.61,56.44,Sandy,61.31
69,51,23,22.22,72.85,6.8,106.62,23.41,47.11,Sandy,60.88
69,51,23,22.22,72.85,6.8,106.62,34.72,64.79,Clayey,24.84
69,51,23,22.22,72.85,6.8,106.62,32.62,52.77,Red,37.75
69,51,23,22.22,72.85,6.8,106.62,32.78,68.98,Red,42.07
69,51,23,22.22,72.85,6.8,106.62,27.79,51.33,Loamy,28.88
69,51,23,22.22,72.85,6.8,106.62,28.49,61.78,Sandy,47.46
69,51,23,22.22,72.85,6.8,106.62,34.46,67.55,Black,53.28
69,51,23,22.22,72.85,6.8,106.62,30.24,57.35,Black,39.81
69,51,23,22.22,72.85,6.8,106.62,33.16,66.73,Loamy,50.78
69,51,23,22.22,72.85,6.8,106.62,39.48,79.62,Red,45.0
69,51,23,22.22,72.85,6.8,106.62,30.06,63.8,Red,35.07
69,51,23,22.22,72.85,6.8,106.62,25.88,62.12,Black,69.37
69,51,23,22.22,72.85,6.8,106.62,31.89,67.32,Loamy,55.3
69,51,23,22.22,72.85,6.8,106.62,29.98,56.89,Loamy,32.9
